names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Green Lantern: Beware My Power,07/26/2022 ,70.0,"Animation, Action, Science Fiction","Recently discharged Marine sniper John Stewart is at a crossroads in his life, one which is only complicated by receiving an extraterrestrial ring which grants him the powers of the Green Lantern of Earth. Unfortunately, the ring doesn't come with instructions - but it does come with baggage, like a horde of interplanetary killers bent on eliminating every Green Lantern in the universe. Now, with the aid of the light-hearted Green Arrow, Adam Strange and Hawkgirl, this reluctant soldier must journey into the heart of a galactic Rann/Thanagar war and somehow succeed where all other Green Lanterns have failed.","Aldis Hodge, John Stewart / Green Lantern (voice), Jimmi Simpson, Green Arrow (voice), Ike Amadi, Martian Manhunter (voice), Brian Bloom, Adam Strange (voice), Jamie Gray Hyder, Hawkgirl (voice), Mara Junot, Lyssa Drak / Banth Dar (voice), Jason J. Lewis, Ganthet / Captain Kantus (voice), Sunil Malhotra, Power Ring / Rannian Comander (voice), Nolan North, Hal Jordan (voice)",Green Lantern: Beware My Power, Released, English,59500000.0,444807535.4,AU
"Batman: The Long Halloween, Part Two",07/28/2021 ,75.0,"Animation, Mystery, Action, Crime","As Gotham City's young vigilante, the Batman, struggles to pursue a brutal serial killer, district attorney Harvey Dent gets caught in a feud involving the criminal family of the Falcones.","Jensen Ackles, Bruce Wayne / Batman (voice), Josh Duhamel, Harvey Dent  / Two-Face (voice), Naya Rivera, Selina Kyle / Catwoman (voice), Billy Burke, Commissioner James Gordon (voice), Titus Welliver, Carmine 'The Roman' Falcone / Luigi Maroni (voice), David Dastmalchian, Julian Day / Calendar Man / Oswald Cobblepot / Penguin (voice), Julie Nathanson, Gilda Dent (voice), Alastair Duncan, Alfred Pennyworth (voice), Katee Sackhoff, Pamela Isley / Poison Ivy (voice)","Batman: The Long Halloween, Part Two", Released, English,141000000.0,937353330.4,AU
Sounds Like Love,09/29/2021 ,65.0,"Comedy, Romance","Fashion assistant Maca has just about got her life together after a devastating breakup, when Leo, the man who broke her heart returns. Seeking support from best friends, Adriana and Jime, all three will learn love can be complicated.","María Valverde, Maca, Elisabet Casanovas, Jimena, Susana Abaitua, Adrina, Álex González, Leo, Eva Ugarte, Raquel, Miri Pérez-Cabrero, Pipa, Roger Berruezo, Julián, Ignacio Montes, , Artur Busquets, ", Fuimos canciones, Released," Spanish, Castilian",131500000.0,146729703.6,ES
The Fox and the Hound,12/26/1981 ,71.0,"Adventure, Animation, Drama, Family","When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!","Mickey Rooney, Tod (voice), Kurt Russell, Copper (voice), Pearl Bailey, Big Mama (voice), Jack Albertson, Amos Slade (voice), Sandy Duncan, Vixey (voice), Jeanette Nolan, Widow Tweed (voice), Pat Buttram, Chief (voice), John Fiedler, Porcupine (voice), John McIntire, Badger (voice)",The Fox and the Hound, Released, English,12000000.0,29800000.0,AU
Silent Running,03/09/1972 ,64.0,"Adventure, Science Fiction","In a future Earth barren of all flora and fauna, the planet's ecosystems exist only in large pods attached to spacecraft. When word comes in that the pods are to be jettisoned into space and destroyed so that the spacecraft can be reused for commercial purposes, most of the crew of the Valley Forge rejoice at the prospect of going home. Not so for botanist Freeman Lowell who loves the forest and its creatures, so decides to take matters into his own hands to protect what he loves.","Bruce Dern, Freeman Lowell, Cliff Potts, John Keenan, Ron Rifkin, Marty Barker, Jesse Vint, Andy Wolf, Mark Persons, Grey Drone #1 “Dewey”, Steven Brown, Orange Drone #2 “Huey”, Cheryl Sparks, Orange Drone #2 “Huey”, Larry Whisenhunt, Green Drone #3 “Louie”, Joseph Campanella, Neal - ‘Berkshire’ Captain (voice/uncredited)",Silent Running, Released, English,1100000.0,0.0,AU
The Fall of the Roman Empire,03/26/1964 ,65.0,"Drama, History, War","In the year 180 A.D. Germanic tribes are about to invade the Roman empire from the north. In the midst of this crisis ailing emperor Marcus Aurelius has to make a decission about his successor between his son Commodus, who is obsessed by power, and the loyal general Gaius Livius.","Sophia Loren, Lucilla, Stephen Boyd, Livius, Christopher Plummer, Commodus, Alec Guinness, Marcus Aurelius, James Mason, Timonides, Anthony Quayle, Verulus, John Ireland, Ballomar, Omar Sharif, Sohamus, Mel Ferrer, Cleander",The Fall of the Roman Empire, Released, English,19000000.0,4750000.0,US
Darlin',03/09/2019 ,54.0,"Horror, Thriller, Mystery","Found at a Catholic hospital filthy and ferocious, feral teenager Darlin’ is whisked off to a care home run by The Bishop and his obedient nuns, where she’s to be rehabilitated into a ""good girl"" as an example of the miraculous work of the church. But Darlin’ holds a secret darker than the ""sins"" she is threatened with, and she is not traveling alone. The Woman who raised her, equally fierce and feral, is ever present in the shadows of Darlin’s psyche and is determined to come for her no matter who tries to get in her way.","Lauryn Canny, Darlin’, Bryan Batt, The Bishop, Nora-Jane Noone, Sister Jennifer, Cooper Andrews, Tony, Pollyanna McIntosh, The Woman, John McConnell, Dr. Grant, Geraldine Singer, Sister Grace, Maddie Nichols, Billy, Mackenzie Graham, Bug",Darlin', Released, English,106000000.0,135557991.6,US
Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse,05/24/2022 ,69.0,"Animation, Action, Comedy","With the help of an ancient Kryptonian power, Lex Luthor unites the world’s Super-Villains to capture all of Earth's Super Heroes, until…only the DC Super Hero Girls are left to stop the Legion of Doom. Our heroes must cross dimensions to rescue their fellow Super Heroes from the Phantom Zone, but a fortuitous wrong turn leads them to Titans Tower – where they find much-needed allies in the Teen Titans!","Tara Strong, Raven / Barbara Gordon / Batgirl (voice), Greg Cipes, Beast Boy (voice), Scott Menville, Robin (voice), Khary Payton, Cyborg (voice), Hynden Walch, Starfire (voice), Kari Wahlgren, Zatanna 'Zee' Zatara / Zatanna (voice), Kimberly Brooks, Karen Beecher / Bumblebee (voice), Grey DeLisle, Diana Prince / Wonder Woman (voice), Myrna Velasco, Jessica Cruz / Green Lantern (voice)",Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse, Released, English,90000000.0,735942280.8,US
Battle: Freestyle,04/01/2022 ,55.0,"Romance, Drama",Amalie and Mikael lead their street dance team to the finals in France but tough competition and personal distractions threaten to ruin their dreams.,"Lisa Teige, Amalie, Fabian Svegaard Tapia, Mikael, Ellen Dorrit Petersen, Vivian, Morad Aziman, Josef, Georgia May Anta, Alex, Bao Andre Nguyen, Moa, Keiona, Fabienne, Léa Djyl, Maxine, Lea Lavabre, Ella",Battle: Freestyle, Released, Norwegian,94000000.0,537098095.8,US
Insurgent,03/19/2015 ,64.0,"Action, Adventure, Science Fiction, Thriller",Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,"Shailene Woodley, Beatrice ""Tris"" Prior, Theo James, Tobias ""Four"" Eaton, Miles Teller, Peter Hayes, Kate Winslet, Jeanine Matthews, Ansel Elgort, Caleb Prior, Zoë Kravitz, Christina, Jai Courtney, Eric Coulter, Ray Stevenson, Marcus Eaton, Naomi Watts, Evelyn Johnson-Eaton",Insurgent, Released, English,110000000.0,295238201.0,AU
The System,10/28/2022 ,82.0,"Action, Crime, Thriller","When a young soldier, newly returned from war, gets caught up in a drug bust, he is recruited by the authorities to go undercover in a notoriously dangerous prison in order to figure out what is really going on.","Tyrese Gibson, Terry Savage, Terrence Howard, Bones, Jeremy Piven, Warden Lucas, Lil Yachty, Joker, Ric Reitz, Commissioner Clarke, Laura Aleman, Guard Gina, Caleb Spillyards, Mongul, Marrese Crump, Freeway, Nick Gore, Shawn",The System, Released, English,147200000.0,781524699.8,US
Iron Man & Captain America: Heroes United,07/29/2014 ,63.0,"Adventure, Animation, Action","Iron Man and Captain America battle to keep the Red Skull and his triggerman, Taskmaster, from unleashing an army of Hydra Brutes on the world!  Sequel to the film ""Iron Man & Hulk: Heroes United"" and feature Iron Man teaming up with Captain America, it comes to accompany the live-action film ""Captain America: The Winter Soldier"".","Adrian Pasdar, Iron Man / Tony Stark (voice), Roger Craig Smith, Captain America (voice), Fred Tatasciore, The Hulk (voice), David Kaye, Jarvis (voice), Clancy Brown, Taskmaster (voice), Dee Bradley Baker, Dr. Cruler / Hydra Trooper (voice), Liam O'Brien, The Red Skull (voice)",Iron Man & Captain America: Heroes United, Released, English,113160000.0,486991084.0,US
Terrifier,03/15/2016 ,66.0,"Horror, Thriller","On Halloween night, a young woman finds herself as the obsession of a sadistic murderer known as Art the Clown.","David Howard Thornton, Art the Clown, Jenna Kanell, Tara, Samantha Scaffidi, Victoria, Catherine Corcoran, Dawn, Pooya Mohseni, Cat Lady, Matt McAllister, Mike the Exterminator, Katie Maguire, Monica Brown, Gino Cafarelli, Steven, Cory DuVal, Coroner",Terrifier, Released, English,35000.0,0.0,US
Iron Sky,05/10/2012 ,57.0,"Action, Comedy, Science Fiction","In the last moments of World War II, a secret Nazi space program evaded destruction by fleeing to the Dark Side of the Moon. During 70 years of utter secrecy, the Nazis construct a gigantic space fortress with a massive armada of flying saucers.","Julia Dietze, Renate Richter, Christopher Kirby, James Washington, Götz Otto, Klaus Adler, Udo Kier, Wolfgang Kortzfleisch, Peta Sergeant, Vivian Wagner, Stephanie Paul, Jenna Bush, Tilo Prückner, Doctor Richter, Michael Cullen, Secretary of Defence, Kym Jackson, Julia McLennan",Iron Sky, Released, English,7500000.0,10109659.0,AU
Restraint,08/19/2008 ,60.0,"Drama, Thriller",Two fugitives land in hot water when they take a hostage who poses a threat to their well-being.,"Travis Fimmel, Ron, Teresa Palmer, Dale, Stephen Moyer, Andrew, Philip Holder, Sgt. Paul Widdens, Margie McCrae, Mrs. Wynott, Peter Davies, Terry Gilmore, Taylor Owyns, Angela (Antique Dealer), Keith Robinson, Mr. Middleton, Nate Jones, Tim (Bank Teller)",Restraint, Released, English,134200000.0,264583010.6,AU
Partly Cloudy,05/28/2009 ,78.0,"Animation, Family, Comedy","Everyone knows that the stork delivers babies, but where do the storks get the babies from? The answer lies up in the stratosphere, where cloud people sculpt babies from clouds and bring them to life. Gus, a lonely and insecure grey cloud, is a master at creating ""dangerous"" babies. Crocodiles, porcupines, rams and more - Gus's beloved creations are works of art, but more than a handful for his loyal delivery stork partner, Peck. As Gus's creations become more and more rambunctious, Peck's job gets harder and harder. How will Peck manage to handle both his hazardous cargo and his friend's fiery temperament?","Tony Fucile, Gus / Peck / Other males (voice), Lori Richardson, Female Cloud / Human Mom / Other females (voice)",Partly Cloudy, Released, English,111800000.0,750742412.6,US
The Incredible Hulk Returns,05/22/1988 ,61.0,"Action, Drama, Adventure, TV Movie","Dr. David Banner meets a former student, who has a magical hammer that summons Thor, a Norse god who is prevented from entering Valhalla. When the two superheroes stop feuding long enough to breathe, they are a team unmatched by any of their enemies.","Bill Bixby, Dr. David Bruce Banner, Lou Ferrigno, The Hulk, Jack Colvin, Jack McGee, Eric Allan Kramer, Thor, Lee Purcell, Maggie Shaw, Charles Napier, Mike Fouche, John Gabriel, Joshua Lambert, Jay Baker, Zack Lambert, Tim Thomerson, Jack LeBeau",The Incredible Hulk Returns, Released, English,154800000.0,347940786.4,US
Little Children,10/06/2006 ,71.0,"Drama, Romance","The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.","Kate Winslet, Sarah Pierce, Patrick Wilson, Brad Adamson, Jennifer Connelly, Kathy Adamson, Jackie Earle Haley, Ronnie J. McGorvey, Noah Emmerich, Larry Hedges, Gregg Edelman, Richard Pierce, Phyllis Somerville, May McGorvey, Raymond J. Barry, Bullhorn Bob, Jane Adams, Sheila",Little Children, Released, English,14000000.0,14121177.0,US
¡Que Viva México!,03/23/2023 ,47.0,Comedy,"After his grandfather's death, a man travels with his wife and kids to his hometown, where chaos ensues with his relatives over the inheritance.","Damián Alcázar, Rosendo / Regino / Ambrosio, Alfonso Herrera, Pancho Reyes, Joaquín Cosío, Rosendito / Reginito / Abuelo, Ana de la Reguera, Mari, Ana Martín, Dolores, Angelina Peláez, Abuela, Mayra Hermosillo, Gloria, Fermín Martínez, El Lupe, Leticia Huijara, Secretaria Regino",¡Que Viva México!, Released," Spanish, Castilian",100100000.0,947468745.8,MX
Domme,03/17/2023 ,55.0,Drama,"A man spies on his neighbors because of the noises they create every night. But he discovers that they do wild erotic practices. As he interferes with their business, the more he gets involved in their lives and their mess.","Ava Mendez, , Ali Asistio, , Mark Anthony Fernandez, , Marco Gomez, , Ada Hermosa, , Aubrey Avila, ",Domme, Released, Tagalog,142000000.0,454488625.8,PH
A Not So Merry Christmas,12/20/2022 ,69.0,Comedy,"A curse is placed on grinchy Chuy, who wakes up to find he's lived a full year, but is doomed to remember only Christmas Day. Every year. From now on.","Mauricio Ochmann, Chuy, Ana Brenda Contreras, Daniela, Manu NNa, Diva Madrina, María Rojo, Silvia, José Sefami, Néstor, Romina Poza, Paola (young), Paola Espinosa, Paola (kid), Bastian Calva, Óscar, Kaled Acab, Óscar (kid)", Reviviendo la Navidad, Released," Spanish, Castilian",103740000.0,608633534.0,MX
Taxi,11/11/2004 ,56.0,"Action, Comedy, Thriller, Crime",A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.,"Queen Latifah, Isabelle 'Belle' Williams, Jimmy Fallon, Andrew 'Andy' Washburn, Gisele Bündchen, Vanessa, Henry Simmons, Jesse, Jennifer Esposito, Lt. Marta Robbins, Ann-Margret, Mrs. Washburn, Christian Kane, Agent Mullins, Ana Cristina Oliveira, Redhead, Patton Oswalt, Clerk at Inpound Office",Taxi, Released, English,25000000.0,71255003.0,AU
Behind Enemy Lines III: Colombia,01/06/2009 ,57.0,"War, Action, Thriller",Navy SEALS mount an attack on Colombian special forces to clear their names and rescue a hostage.,"Keith David, Commander Scott Boytano, Ken Anderson, MCPO Carter Holt, Joe Manganiello, LT. Sean Macklin, Channon Roe, Petty Officer 2nd Class Kevin Derricks, Yancey Arias, Alvaro Cardona, Chris Johnson, Petty Officer 3rd Class Steve Gaines, Steven Bauer, General Manuel Valez, Jennice Fuentes, Nicole Jenkins, Antony Matos, Petty Officer 2nd Class Greg Armstrong",Behind Enemy Lines III: Colombia, Released, English,136300000.0,505788963.6,AU
